Experiment directory: /apdcephfs/share_47076/gimwang/HCQ/exps/DCMH_ActivityNet
Preparing the dataloaders ...
Loading dataset ActivityNet_val1_trainval in ram ...
Finish loading dataset ActivityNet_val1_trainval in ram, taking 387.1994411945343 s.
Loading dataset ActivityNet_val1_test in ram ...
Finish loading dataset ActivityNet_val1_test in ram, taking 219.55244636535645 s.
Loading dataset ActivityNet_val1_test in ram ...
Finish loading dataset ActivityNet_val1_test in ram, taking 202.65831422805786 s.
Training ...
Saving checkpoint: /apdcephfs/share_47076/gimwang/HCQ/exps/DCMH_ActivityNet/checkpoint-epoch0.pth ...
Done in 2.358s
Updating 'best' checkpoint: /apdcephfs/share_47076/gimwang/HCQ/exps/DCMH_ActivityNet/checkpoint-epoch0.pth ...
Done in 4.459s
 epoch          : 0
 loss           : 0
 learning_rate  : 5e-05
 n_samples      : 0
 n_steps        : 0
 ActivityNet_val1_test/t2v_metrics/R1: 0.04067520846044336
 ActivityNet_val1_test/t2v_metrics/R5: 0.16270083384177345
 ActivityNet_val1_test/t2v_metrics/R10: 0.26438885499288184
 ActivityNet_val1_test/t2v_metrics/R50: 0.9965426072808623
 ActivityNet_val1_test/t2v_metrics/MedR: 2433.5
 ActivityNet_val1_test/t2v_metrics/MeanR: 2456.781269066504
 ActivityNet_val1_test/t2v_metrics/geometric_mean_R1-R5-R10: 0.12050014514571365
 ActivityNet_val1_test/v2t_metrics/R1: 0.02033760423022168
 ActivityNet_val1_test/v2t_metrics/R5: 0.14236322961155176
 ActivityNet_val1_test/v2t_metrics/R10: 0.24405125076266015
 ActivityNet_val1_test/v2t_metrics/R50: 1.0575554199715274
 ActivityNet_val1_test/v2t_metrics/MedR: 2434.0
 ActivityNet_val1_test/v2t_metrics/MeanR: 2452.2141549725443
 ActivityNet_val1_test/v2t_metrics/geometric_mean_R1-R5-R10: 0.08906892698572073
 mnt_best       : 0.12050014514571365
 not_improved_count: 0
Train Epoch: 1 [1/1000 32/32000 (0%)] Loss: 2.51016 (semantic_loss: 0.56245, quant_loss: 1.94727, bit_balance_loss: 0.00044) batch_time=23.49631 
Train Epoch: 1 [6/1000 192/32000 (1%)] Loss: 2.11048 (semantic_loss: 0.15980, quant_loss: 1.95020, bit_balance_loss: 0.00048) batch_time=0.19613 
Train Epoch: 1 [11/1000 352/32000 (1%)] Loss: 2.09199 (semantic_loss: 0.14321, quant_loss: 1.94824, bit_balance_loss: 0.00054) batch_time=0.19933 
Train Epoch: 1 [16/1000 512/32000 (2%)] Loss: 2.09021 (semantic_loss: 0.14044, quant_loss: 1.94922, bit_balance_loss: 0.00055) batch_time=0.22934 
Train Epoch: 1 [21/1000 672/32000 (2%)] Loss: 2.08738 (semantic_loss: 0.13955, quant_loss: 1.94727, bit_balance_loss: 0.00057) batch_time=0.38902 
Train Epoch: 1 [26/1000 832/32000 (3%)] Loss: 2.08806 (semantic_loss: 0.13925, quant_loss: 1.94824, bit_balance_loss: 0.00056) batch_time=0.24687 
Train Epoch: 1 [31/1000 992/32000 (3%)] Loss: 2.08709 (semantic_loss: 0.13926, quant_loss: 1.94727, bit_balance_loss: 0.00057) batch_time=0.24341 
Train Epoch: 1 [36/1000 1152/32000 (4%)] Loss: 2.08804 (semantic_loss: 0.13923, quant_loss: 1.94824, bit_balance_loss: 0.00057) batch_time=0.22368 
Train Epoch: 1 [41/1000 1312/32000 (4%)] Loss: 2.08817 (semantic_loss: 0.13936, quant_loss: 1.94824, bit_balance_loss: 0.00057) batch_time=0.21173 
Train Epoch: 1 [46/1000 1472/32000 (5%)] Loss: 2.08792 (semantic_loss: 0.13911, quant_loss: 1.94824, bit_balance_loss: 0.00057) batch_time=0.21316 
Train Epoch: 1 [51/1000 1632/32000 (5%)] Loss: 2.08798 (semantic_loss: 0.13917, quant_loss: 1.94824, bit_balance_loss: 0.00057) batch_time=0.23860 
Train Epoch: 1 [56/1000 1792/32000 (6%)] Loss: 2.08880 (semantic_loss: 0.13902, quant_loss: 1.94922, bit_balance_loss: 0.00056) batch_time=0.19897 
Train Epoch: 1 [61/1000 1952/32000 (6%)] Loss: 2.08673 (semantic_loss: 0.13890, quant_loss: 1.94727, bit_balance_loss: 0.00056) batch_time=0.20517 
Train Epoch: 1 [66/1000 2112/32000 (7%)] Loss: 2.08662 (semantic_loss: 0.13879, quant_loss: 1.94727, bit_balance_loss: 0.00056) batch_time=0.31912 
Train Epoch: 1 [71/1000 2272/32000 (7%)] Loss: 2.08666 (semantic_loss: 0.13883, quant_loss: 1.94727, bit_balance_loss: 0.00056) batch_time=0.19466 
Train Epoch: 1 [76/1000 2432/32000 (8%)] Loss: 2.08866 (semantic_loss: 0.13888, quant_loss: 1.94922, bit_balance_loss: 0.00055) batch_time=0.20918 
Train Epoch: 1 [81/1000 2592/32000 (8%)] Loss: 2.08843 (semantic_loss: 0.13865, quant_loss: 1.94922, bit_balance_loss: 0.00055) batch_time=0.19873 
Train Epoch: 1 [86/1000 2752/32000 (9%)] Loss: 2.08972 (semantic_loss: 0.13801, quant_loss: 1.95117, bit_balance_loss: 0.00054) batch_time=0.20697 
Train Epoch: 1 [91/1000 2912/32000 (9%)] Loss: 2.08779 (semantic_loss: 0.13803, quant_loss: 1.94922, bit_balance_loss: 0.00054) batch_time=0.21246 
Train Epoch: 1 [96/1000 3072/32000 (10%)] Loss: 2.08618 (semantic_loss: 0.13741, quant_loss: 1.94824, bit_balance_loss: 0.00053) batch_time=0.22608 
Train Epoch: 1 [101/1000 3232/32000 (10%)] Loss: 2.08689 (semantic_loss: 0.13716, quant_loss: 1.94922, bit_balance_loss: 0.00052) batch_time=0.19460 
Train Epoch: 1 [106/1000 3392/32000 (11%)] Loss: 2.08463 (semantic_loss: 0.13588, quant_loss: 1.94824, bit_balance_loss: 0.00051) batch_time=0.19343 
Train Epoch: 1 [111/1000 3552/32000 (11%)] Loss: 2.08138 (semantic_loss: 0.13264, quant_loss: 1.94824, bit_balance_loss: 0.00049) batch_time=0.22356 
Train Epoch: 1 [116/1000 3712/32000 (12%)] Loss: 2.08258 (semantic_loss: 0.13385, quant_loss: 1.94824, bit_balance_loss: 0.00048) batch_time=0.21634 
Train Epoch: 1 [121/1000 3872/32000 (12%)] Loss: 2.07981 (semantic_loss: 0.13014, quant_loss: 1.94922, bit_balance_loss: 0.00045) batch_time=0.19240 
Train Epoch: 1 [126/1000 4032/32000 (13%)] Loss: 2.07901 (semantic_loss: 0.12935, quant_loss: 1.94922, bit_balance_loss: 0.00044) batch_time=0.21615 
Train Epoch: 1 [131/1000 4192/32000 (13%)] Loss: 2.07975 (semantic_loss: 0.13204, quant_loss: 1.94727, bit_balance_loss: 0.00045) batch_time=0.19288 
Train Epoch: 1 [136/1000 4352/32000 (14%)] Loss: 2.07452 (semantic_loss: 0.12487, quant_loss: 1.94922, bit_balance_loss: 0.00043) batch_time=0.61972 
Train Epoch: 1 [141/1000 4512/32000 (14%)] Loss: 2.07119 (semantic_loss: 0.12252, quant_loss: 1.94824, bit_balance_loss: 0.00042) batch_time=0.22702 
Train Epoch: 1 [146/1000 4672/32000 (15%)] Loss: 2.07501 (semantic_loss: 0.12635, quant_loss: 1.94824, bit_balance_loss: 0.00042) batch_time=0.19410 
Train Epoch: 1 [151/1000 4832/32000 (15%)] Loss: 2.07415 (semantic_loss: 0.12355, quant_loss: 1.95020, bit_balance_loss: 0.00040) batch_time=0.19245 
Train Epoch: 1 [156/1000 4992/32000 (16%)] Loss: 2.06994 (semantic_loss: 0.12033, quant_loss: 1.94922, bit_balance_loss: 0.00039) batch_time=0.20601 
Train Epoch: 1 [161/1000 5152/32000 (16%)] Loss: 2.06872 (semantic_loss: 0.11814, quant_loss: 1.95020, bit_balance_loss: 0.00039) batch_time=0.41972 
Train Epoch: 1 [166/1000 5312/32000 (17%)] Loss: 2.06701 (semantic_loss: 0.11838, quant_loss: 1.94824, bit_balance_loss: 0.00038) batch_time=0.24084 
Train Epoch: 1 [171/1000 5472/32000 (17%)] Loss: 2.07268 (semantic_loss: 0.12406, quant_loss: 1.94824, bit_balance_loss: 0.00038) batch_time=0.21877 
Train Epoch: 1 [176/1000 5632/32000 (18%)] Loss: 2.06488 (semantic_loss: 0.11627, quant_loss: 1.94824, bit_balance_loss: 0.00037) batch_time=0.24329 
